prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
哲也と亮が店で席に着いた。亮は熱いキスを持ってきて、,361,1,1,3,4,5,13,14,21,22,亮,哲,亮,亮,哲,哲,ablation,哲,0.6641,0.6641,0.0002
病院で陽菜と翔太が乾杯しようとしていた。翔太は冷えたネックレスを開け、,1045,1,4,6,7,9,16,18,26,27,翔,陽,翔,翔,陽,陽,ablation,その,0.0356,0.0334,0.0002
彩と一輝は学校で修理をしていた。一輝は近くにあったバスケットボールを掴み、,675,1,1,2,3,5,12,14,24,25,一,彩,一,一,彩,彩,ablation,彩,0.5508,0.5508,0.0242
病院で七海と結衣が本棚を見ていた。結衣は面白そうなキスを選び、,609,1,4,6,7,9,15,17,24,25,結,七,結,結,七,七,ablation,七,0.625,0.625,0.0031
庭で葵と翔太が仕事をしていた。翔太は新しいバスケットボールを作成し、その内容を,443,1,3,4,5,7,11,13,24,25,翔,葵,翔,翔,葵,葵,ablation,葵,0.1162,0.1162,0.0003
店で涼太と拓也が買い物をしていた。拓也は素敵なネックレスを購入し、,221,1,3,5,6,8,13,15,24,25,拓,涼,拓,拓,涼,涼,ablation,店,0.2812,0.2197,0.0001
学校でさくらと愛が練習していた。愛はバスケットボールをキャッチすると、力強く,315,1,3,6,7,8,13,14,24,25,愛,さ,愛,愛,さ,さ,ablation,、,0.0713,0.0159,0.0031
蓮と七海は庭で修理をしていた。七海は近くにあった飲み物を掴み、,662,1,1,2,3,5,12,14,23,24,七,蓮,七,七,蓮,蓮,ablation,蓮,0.4258,0.4258,0.0007
山で未来と陽菜が歩いていたとき、陽菜は珍しい指輪を見つけ、すぐに,208,1,3,4,5,7,12,14,21,22,陽,未来,陽,陽,未来,未来,eval,山,0.6328,0.0003,0.0021
オフィスで直人と結衣が話していた。結衣は骨を取り出すと、,42,1,5,7,7,9,13,15,20,21,結,直,結,結,直,直,ablation,直,0.1191,0.1191,0.0087
庭で涼太と美月が準備をしていた。美月は余分なコンピューターを持っていたので、,732,1,3,5,6,8,13,15,26,27,美,涼,美,美,涼,涼,ablation,庭,0.0408,0.0205,0.0359
店で達也と結衣が準備をしていた。結衣は余分なキスを持っていたので、,721,1,3,5,6,8,13,15,24,25,結,達,結,結,達,達,ablation,達,0.1455,0.1455,0.0776
学校で拓也と大輔が本棚を見ていた。大輔は面白そうな飲み物を選び、,606,1,3,5,6,8,14,16,23,24,大,拓,大,大,拓,拓,ablation,拓,0.2139,0.2139,0.0154
庭の隅で葵と美優が二人きりだった。美優は衝撃的な骨を知り、こっそりと,514,1,5,6,7,9,15,17,31,32,美,葵,美,美,葵,葵,ablation,葵,0.6641,0.6641,0.0146
レストランで哲也と亮が練習していた。亮はスナックをキャッチすると、力強く,311,1,3,5,6,7,12,13,23,24,亮,哲,亮,亮,哲,哲,ablation,投,0.085,0.0,0.0
彩と哲也は学校にいた。哲也は落ちていたネックレスを拾い、,101,1,1,2,3,5,10,12,21,22,哲,彩,哲,哲,彩,彩,eval,彩,0.4082,0.4082,0.0009
病院で剛と七海が本棚を見ていた。七海は面白そうな骨を選び、,610,1,4,5,6,8,14,16,22,23,七,剛,七,七,剛,剛,ablation,剛,0.084,0.084,0.0024
オフィスで陽菜と翔太が乾杯しようとしていた。翔太は冷えたバスケットボールを開け、,1051,1,5,7,8,10,17,19,27,28,翔,陽,翔,翔,陽,陽,eval,オ,0.0938,0.0825,0.0003
オフィスで翼と七海が練習していた。七海はスナックをキャッチすると、力強く,335,1,5,6,7,9,14,16,26,27,七,翼,七,七,翼,翼,ablation,飛,0.0415,0.0162,0.0005
庭で葵と結衣が練習していた。結衣はキスをキャッチすると、力強く,297,1,3,4,5,7,12,14,23,24,結,葵,結,結,葵,葵,eval,葵,0.1021,0.1021,0.0045
葵と拓也は駅で休憩していた。拓也は携帯の画面にあるキスを表示し、,849,1,1,2,3,5,13,15,27,28,拓,葵,拓,拓,葵,葵,ablation,葵,0.6641,0.6641,0.0002
彩と優花が学校で席に着いた。優花は熱いスナックを持ってきて、,391,1,1,2,3,5,13,15,23,24,優,彩,優,優,彩,彩,ablation,彩,0.5469,0.5469,0.0008
葵と達也が家で席に着いた。達也は熱いキスを持ってきて、,409,1,1,2,3,5,13,15,22,23,達,葵,達,達,葵,葵,ablation,葵,0.5781,0.5781,0.0009
レストランで陽菜と翔太が練習していた。翔太はコンピューターをキャッチすると、力強く,308,1,3,5,6,8,13,15,26,27,翔,陽,翔,翔,陽,陽,ablation,、,0.0413,0.003,0.0003
オフィスで美優と拓也が歩いていたとき、拓也は珍しいコンピューターを見つけ、すぐに,188,1,5,7,8,10,15,17,26,27,拓,美,拓,拓,美,美,ablation,美,0.3379,0.3379,0.0024
一輝と陽菜が山で席に着いた。陽菜は熱いスナックを持ってきて、,431,1,1,3,4,6,14,16,24,25,陽,一,陽,陽,一,一,eval,一,0.3203,0.3203,0.0019
オフィスで拓也と結衣が乾杯しようとしていた。結衣は冷えたコンピューターを開け、,1052,1,5,7,8,10,17,19,28,29,結,拓,結,結,拓,拓,eval,拓,0.1328,0.1328,0.0017
陽菜と翔太は庭で休憩していた。翔太は携帯の画面にあるスナックを表示し、,807,1,1,3,4,6,13,15,28,29,翔,陽,翔,翔,陽,陽,ablation,陽,0.3848,0.3848,0.0004
愛と大輔は学校にいた。大輔は落ちていた飲み物を拾い、,102,1,1,2,3,5,10,12,20,21,大,愛,大,大,愛,愛,ablation,愛,0.5586,0.5586,0.0297
店の隅で翼と結衣が二人きりだった。結衣は衝撃的な飲み物を知り、こっそりと,510,1,5,6,7,9,15,17,32,33,結,翼,結,結,翼,翼,ablation,翼,0.4961,0.4961,0.0033
涼太と美優は店にいた。美優は落ちていた指輪を拾い、,72,1,1,3,4,6,11,13,21,22,美,涼,美,美,涼,涼,ablation,涼,0.7148,0.7148,0.0016
庭で優花と翔太が準備をしていた。翔太は余分なバスケットボールを持っていたので、,731,1,3,5,6,8,13,15,25,26,翔,優,翔,翔,優,優,ablation,優,0.2314,0.2314,0.0148
庭でさくらと亮が帰り支度をしていた。亮は車のキスを見つけ、,873,1,3,6,7,8,15,16,22,23,亮,さ,亮,亮,さ,さ,eval,庭,0.4121,0.0081,0.0052
一輝と達也がオフィスで席に着いた。達也は熱い飲み物を持ってきて、,406,1,1,3,4,6,16,18,25,26,達,一,達,達,一,一,ablation,一,0.3613,0.3613,0.0007
学校で翼と美優が帰り支度をしていた。美優は車のネックレスを見つけ、,893,1,3,4,5,7,14,16,23,24,美,翼,美,美,翼,翼,circuit,翼,0.1406,0.1406,0.0586
家で楓と健太が歩いていたとき、健太は珍しいスナックを見つけ、すぐに,199,1,3,5,6,8,13,15,23,24,健,�,健,健,�,�,ablation,健,0.2402,0.0,0.2402
店で涼太と哲也が買い物をしていた。哲也は素敵なネックレスを購入し、,221,1,3,5,6,8,13,15,24,25,哲,涼,哲,哲,涼,涼,ablation,店,0.2578,0.1387,0.0004
病院で大輔と翔太が帰り支度をしていた。翔太は車の指輪を見つけ、,896,1,4,6,7,9,16,18,24,25,翔,大,翔,翔,大,大,ablation,大,0.1797,0.1797,0.002
駅で葵と大輔が話していた。大輔は指輪を取り出すと、,56,1,4,5,6,8,12,14,20,21,大,葵,大,大,葵,葵,ablation,葵,0.2402,0.2402,0.0088
亮と翔太は病院で休憩していた。翔太は携帯の画面にあるキスを表示し、,825,1,1,2,3,5,13,15,27,28,翔,亮,翔,翔,亮,亮,ablation,亮,0.5273,0.5273,0.0317
涼太と一輝は駅で休憩していた。一輝は携帯の画面にあるキスを表示し、,849,1,1,3,4,6,14,16,28,29,一,涼,一,一,涼,涼,ablation,涼,0.875,0.875,0.0103
庭で楓と達也が買い物をしていた。達也は素敵なキスを購入し、,225,1,3,5,6,8,13,15,23,24,達,�,達,達,�,�,eval,庭,0.5508,0.0,0.0006
剛と直樹は山で休憩していた。直樹は携帯の画面にある骨を表示し、,858,1,1,2,3,5,12,14,25,26,直,剛,直,直,剛,剛,ablation,剛,0.1357,0.1357,0.0303
達也と哲也が店で席に着いた。哲也は熱いコンピューターを持ってきて、,364,1,1,3,4,6,14,16,25,26,哲,達,哲,哲,達,達,ablation,達,0.1875,0.1875,0.0008
剛と翔太が山で席に着いた。翔太は熱いネックレスを持ってきて、,429,1,1,2,3,5,13,15,23,24,翔,剛,翔,翔,剛,剛,ablation,剛,0.052,0.052,0.009
レストランで美月と哲也が帰り支度をしていた。哲也は車のバスケットボールを見つけ、,883,1,3,5,6,8,15,17,24,25,哲,美,哲,哲,美,美,circuit,美,0.3457,0.3457,0.0013
さくらと亮は家の図書館にいた。亮は借りていたスナックを読み終え、,991,1,1,4,5,6,15,16,26,27,亮,さ,亮,亮,さ,さ,ablation,さ,0.6719,0.6719,0.0003
病院で涼太と翼が乾杯しようとしていた。翼は冷えたキスを開け、,1041,1,4,6,7,8,15,16,23,24,翼,涼,翼,翼,涼,涼,ablation,涼,0.2559,0.2559,0.0009
オフィスで健太と陽菜が歩いていたとき、陽菜は珍しい飲み物を見つけ、すぐに,190,1,5,7,8,10,15,17,24,25,陽,健,陽,陽,健,健,ablation,飲,0.1152,0.1079,0.0107
結衣と大輔がオフィスで席に着いた。大輔は熱いスナックを持ってきて、,407,1,1,3,4,6,16,18,26,27,大,結,大,大,結,結,ablation,結,0.6445,0.6445,0.0067
オフィスで亮と陽菜が話していた。陽菜は指輪を取り出すと、,40,1,5,6,7,9,13,15,21,22,陽,亮,陽,陽,亮,亮,ablation,亮,0.2773,0.2773,0.0074
店で達也と陽菜が話していた。陽菜はキスを取り出すと、,1,1,3,5,6,8,12,14,20,21,陽,達,陽,陽,達,達,ablation,店,0.1865,0.106,0.006
店で葵と陽菜が準備をしていた。陽菜は余分なネックレスを持っていたので、,725,1,3,4,5,7,12,14,24,25,陽,葵,陽,陽,葵,葵,ablation,葵,0.167,0.167,0.0094
レストランで達也と翔太が仕事をしていた。翔太は新しいスナックを作成し、その内容を,455,1,3,5,6,8,12,14,25,26,翔,達,翔,翔,達,達,ablation,達,0.4727,0.4727,0.0
直樹と健太が駅で席に着いた。健太は熱い飲み物を持ってきて、,422,1,1,3,4,6,15,17,24,25,健,直,健,健,直,直,circuit,直,0.5977,0.5977,0.0016
学校でさくらと亮が仕事をしていた。亮は新しいコンピューターを作成し、その内容を,460,1,3,6,7,8,12,13,25,26,亮,さ,亮,亮,さ,さ,ablation,さ,0.3223,0.3223,0.0038
さくらと愛はレストランで修理をしていた。愛は近くにあったネックレスを掴み、,669,1,1,4,5,6,13,14,24,25,愛,さ,愛,愛,さ,さ,ablation,さ,0.6133,0.6133,0.0036
学校で亮と翔太が話していた。翔太は骨を取り出すと、,26,1,3,4,5,7,11,13,18,19,翔,亮,翔,翔,亮,亮,ablation,亮,0.2891,0.2891,0.0011
オフィスで哲也と大輔が歩いていたとき、大輔は珍しい指輪を見つけ、すぐに,184,1,5,7,8,10,15,17,24,25,大,哲,大,大,哲,哲,ablation,哲,0.5352,0.5352,0.0032
山で亮と翔太が練習していた。翔太はバスケットボールをキャッチすると、力強く,355,1,3,4,5,7,12,14,24,25,翔,亮,翔,翔,亮,亮,ablation,投,0.1543,0.0002,0.0012
レストランで哲也と大輔が買い物をしていた。大輔は素敵な飲み物を購入し、,238,1,3,5,6,8,13,15,23,24,大,哲,大,大,哲,哲,ablation,レストラン,0.1729,0.1436,0.0182
家の隅で直人と美咲が二人きりだった。美咲は衝撃的な骨を知り、こっそりと,554,1,4,6,6,9,15,18,32,33,美,直,美,美,直,直,ablation,直,0.2734,0.2734,0.0325
涼太と愛はオフィスで修理をしていた。愛は近くにあったキスを掴み、,689,1,1,3,4,5,14,15,24,25,愛,涼,愛,愛,涼,涼,ablation,涼,0.5234,0.5234,0.0029
オフィスで直樹と愛が乾杯しようとしていた。愛は冷えた指輪を開け、,1048,1,5,7,8,9,16,17,24,25,愛,直,愛,愛,直,直,ablation,直,0.1279,0.1279,0.0027
オフィスで陸と剛が練習していた。剛はコンピューターをキャッチすると、力強く,332,1,5,6,7,8,13,14,25,26,剛,陸,剛,剛,陸,陸,ablation,、,0.0332,0.0018,0.0006
陸と美月は学校の図書館にいた。美月は借りていた飲み物を読み終え、,966,1,1,2,3,5,15,17,26,27,美,陸,美,美,陸,陸,ablation,陸,0.2148,0.2148,0.0187
庭で和也と美優が準備をしていた。美優は余分な骨を持っていたので、,730,1,3,5,6,8,13,15,23,24,美,和,美,美,和,和,ablation,和,0.1416,0.1416,0.043
達也と美優はレストランで休憩していた。美優は携帯の画面にある骨を表示し、,810,1,1,3,4,6,13,15,26,27,美,達,美,美,達,達,ablation,達,0.4355,0.4355,0.0261
病院の隅で達也と大輔が二人きりだった。大輔は衝撃的なコンピューターを知り、こっそりと,540,1,6,8,9,11,17,19,36,37,大,達,大,大,達,達,ablation,達,0.2441,0.2441,0.0352
庭で和也と哲也が買い物をしていた。哲也は素敵な飲み物を購入し、,230,1,3,5,6,8,13,15,23,24,哲,和,哲,哲,和,和,circuit,和,0.3184,0.3184,0.0006
七海と大輔は山の図書館にいた。大輔は借りていたバスケットボールを読み終え、,1003,1,1,3,4,6,16,18,28,29,大,七,大,大,七,七,ablation,七,0.3398,0.3398,0.0096
店の隅でさくらと愛が二人きりだった。愛は衝撃的なスナックを知り、こっそりと,511,1,5,8,9,10,16,17,33,34,愛,さ,愛,愛,さ,さ,ablation,店,0.2559,0.0608,0.0417
レストランで翼と七海が準備をしていた。七海は余分なネックレスを持っていたので、,741,1,3,4,5,7,12,14,24,25,七,翼,七,七,翼,翼,ablation,翼,0.0884,0.0884,0.0238
駅で美月と健太が練習していた。健太は指輪をキャッチすると、力強く,344,1,4,6,7,9,14,16,25,26,健,美,健,健,美,美,circuit,手,0.0339,0.0071,0.0011
オフィスで涼太と愛が仕事をしていた。愛は新しいスナックを作成し、その内容を,479,1,5,7,8,9,13,14,25,26,愛,涼,愛,愛,涼,涼,ablation,涼,0.2207,0.2207,0.0046
店でさくらと亮が買い物をしていた。亮は素敵なコンピューターを購入し、,220,1,3,6,7,8,13,14,24,25,亮,さ,亮,亮,さ,さ,circuit,店,0.498,0.1621,0.0025
家で優花と翼が買い物をしていた。翼は素敵なコンピューターを購入し、,268,1,3,5,6,7,12,13,23,24,翼,優,翼,翼,優,優,ablation,優,0.8125,0.8125,0.0005
店で葵と一輝が本棚を見ていた。一輝は面白そうな骨を選び、,578,1,3,4,5,7,13,15,21,22,一,葵,一,一,葵,葵,ablation,葵,0.3535,0.3535,0.0188
亮と大輔は店で修理をしていた。大輔は近くにあったコンピューターを掴み、,652,1,1,2,3,5,12,14,25,26,大,亮,大,大,亮,亮,ablation,亮,0.105,0.105,0.0142
オフィスで愛と大輔が歩いていたとき、大輔は珍しいキスを見つけ、すぐに,185,1,5,6,7,9,14,16,23,24,大,愛,大,大,愛,愛,ablation,大,0.0923,0.0339,0.0923
レストランで直樹と達也が練習していた。達也はキスをキャッチすると、力強く,305,1,3,5,6,8,13,15,24,25,達,直,達,達,直,直,ablation,キ,0.0542,0.0129,0.0024
駅で美優と健太が話していた。健太はバスケットボールを取り出すと、,59,1,4,6,7,9,13,15,22,23,健,美,健,健,美,美,ablation,美,0.4219,0.4219,0.0047
学校で七海と美優が買い物をしていた。美優は素敵なネックレスを購入し、,245,1,3,5,6,8,13,15,24,25,美,七,美,美,七,七,ablation,七,0.707,0.707,0.0332
病院で愛と陽菜が本棚を見ていた。陽菜は面白そうな指輪を選び、,608,1,4,5,6,8,14,16,23,24,陽,愛,陽,陽,愛,愛,ablation,病,0.4512,0.1377,0.0042
レストランで葵と一輝が本棚を見ていた。一輝は面白そうな骨を選び、,594,1,3,4,5,7,13,15,21,22,一,葵,一,一,葵,葵,circuit,葵,0.625,0.625,0.0122
病院で陽菜と翔太が帰り支度をしていた。翔太は車のスナックを見つけ、,903,1,4,6,7,9,16,18,25,26,翔,陽,翔,翔,陽,陽,ablation,陽,0.1206,0.1206,0.0025
病院で葵と大輔が帰り支度をしていた。大輔は車のネックレスを見つけ、,901,1,4,5,6,8,15,17,24,25,大,葵,大,大,葵,葵,ablation,葵,0.3223,0.3223,0.0206
レストランで楓と大輔が帰り支度をしていた。大輔は車のコンピューターを見つけ、,884,1,3,5,6,8,15,17,25,26,大,�,大,大,�,�,ablation,車,0.0369,0.0,0.0325
庭で彩と美月が帰り支度をしていた。美月は車の飲み物を見つけ、,878,1,3,4,5,7,14,16,22,23,美,彩,美,美,彩,彩,eval,彩,0.2402,0.2402,0.0238
山の隅で涼太と達也が二人きりだった。達也は衝撃的な骨を知り、こっそりと,570,1,5,7,8,10,16,18,32,33,達,涼,達,達,涼,涼,ablation,涼,0.1279,0.1279,0.0112
大輔と翔太が駅で席に着いた。翔太は熱い指輪を持ってきて、,416,1,1,3,4,6,15,17,24,25,翔,大,翔,翔,大,大,ablation,大,0.5352,0.5352,0.0019
七海と拓也は駅で休憩していた。拓也は携帯の画面にあるコンピューターを表示し、,852,1,1,3,4,6,14,16,30,31,拓,七,拓,拓,七,七,ablation,七,0.3203,0.3203,0.0059
駅で陸と結衣が帰り支度をしていた。結衣は車のコンピューターを見つけ、,924,1,4,5,6,8,15,17,25,26,結,陸,結,結,陸,陸,ablation,陸,0.061,0.061,0.0128
オフィスで優花と達也が買い物をしていた。達也は素敵なコンピューターを購入し、,260,1,5,7,8,10,15,17,27,28,達,優,達,達,優,優,ablation,優,0.6523,0.6523,0.0025
山で隼人と楓が歩いていたとき、楓は珍しい指輪を見つけ、すぐに,208,1,3,5,5,7,6,8,21,22,�,隼,�,�,隼,隼,ablation,山,0.4727,0.0322,0.0
