prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
結衣と健太がオフィスで席に着いた。健太は熱い骨を持ってきて、,402,1,1,3,4,6,16,18,25,健,結,健,健,結,結,ablation,結,0.625,0.625,0.0021
学校で翼と達也が準備をしていた。達也は余分なキスを持っていたので、,745,1,3,4,5,7,12,14,24,達,翼,達,達,翼,翼,circuit,翼,0.2656,0.2656,0.0232
庭で直樹と葵が仕事をしていた。葵は新しい骨を作成し、その内容を,442,1,3,5,6,7,11,12,22,葵,直,葵,葵,直,直,eval,直,0.3457,0.3457,0.0001
陽菜と翔太はレストランで修理をしていた。翔太は近くにあったスナックを掴み、,671,1,1,3,4,6,13,15,26,翔,陽,翔,翔,陽,陽,ablation,陽,0.1089,0.1089,0.0026
陸と大輔は家で休憩していた。大輔は携帯の画面にあるコンピューターを表示し、,844,1,1,2,3,5,12,14,29,大,陸,大,大,陸,陸,ablation,陸,0.1069,0.1069,0.0254
拓也と結衣は店で修理をしていた。結衣は近くにあった指輪を掴み、,648,1,1,3,4,6,13,15,25,結,拓,結,結,拓,拓,circuit,拓,0.5312,0.5312,0.0006
山で涼太と大輔が本棚を見ていた。大輔は面白そうなキスを選び、,641,1,3,5,6,8,14,16,24,大,涼,大,大,涼,涼,ablation,山,0.3145,0.0957,0.0079
店の隅で直人と翔太が二人きりだった。翔太は衝撃的な指輪を知り、こっそりと,504,1,5,7,7,9,15,17,33,翔,直,翔,翔,直,直,circuit,店,0.2734,0.1377,0.0073
拓也と健太がレストランで席に着いた。健太は熱い骨を持ってきて、,378,1,1,3,4,6,14,16,23,健,拓,健,健,拓,拓,ablation,拓,0.5859,0.5859,0.0033
病院の隅で剛と直樹が二人きりだった。直樹は衝撃的な骨を知り、こっそりと,538,1,6,7,8,10,16,18,33,直,剛,直,直,剛,剛,circuit,病,0.0591,0.015,0.0038
オフィスで翼と美優が帰り支度をしていた。美優は車のキスを見つけ、,905,1,5,6,7,9,16,18,25,美,翼,美,美,翼,翼,ablation,翼,0.3887,0.3887,0.0233
レストランで一輝と陽菜が歩いていたとき、陽菜は珍しい指輪を見つけ、すぐに,160,1,3,5,6,8,13,15,23,陽,一,陽,陽,一,一,ablation,一,0.1982,0.1982,0.0153
家で結衣と健太が準備をしていた。健太は余分なバスケットボールを持っていたので、,771,1,3,5,6,8,13,15,26,健,結,健,健,結,結,ablation,結,0.3867,0.3867,0.017
愛と翔太は庭にいた。翔太は落ちていた指輪を拾い、,80,1,1,2,3,5,10,12,21,翔,愛,翔,翔,愛,愛,ablation,愛,0.6016,0.6016,0.003
直人と陽菜が山で席に着いた。陽菜は熱いネックレスを持ってきて、,429,1,1,3,3,5,13,15,24,陽,直,陽,陽,直,直,ablation,直,0.4219,0.4219,0.0021
庭で翼と一輝が帰り支度をしていた。一輝は車の指輪を見つけ、,872,1,3,4,5,7,14,16,23,一,翼,一,一,翼,翼,ablation,庭,0.1235,0.0332,0.0228
涼太と大輔は学校で休憩していた。大輔は携帯の画面にあるバスケットボールを表示し、,819,1,1,3,4,6,13,15,29,大,涼,大,大,涼,涼,ablation,涼,0.8008,0.8008,0.0057
愛と健太はレストランで休憩していた。健太は携帯の画面にあるバスケットボールを表示し、,811,1,1,2,3,5,12,14,28,健,愛,健,健,愛,愛,ablation,愛,0.707,0.707,0.0065
店で翼と陽菜が仕事をしていた。陽菜は新しいネックレスを作成し、その内容を,437,1,3,4,5,7,11,13,25,陽,翼,陽,陽,翼,翼,circuit,店,0.2139,0.1074,0.0069
陸と直樹は学校の図書館にいた。直樹は借りていた骨を読み終え、,962,1,1,2,3,5,15,17,26,直,陸,直,直,陸,陸,ablation,陸,0.1855,0.1855,0.0025
家で愛と結衣が仕事をしていた。結衣は新しいバスケットボールを作成し、その内容を,483,1,3,4,5,7,11,13,25,結,愛,結,結,愛,愛,ablation,愛,0.1143,0.1143,0.0136
庭で彩と優花が乾杯しようとしていた。優花は冷えた骨を開け、,1018,1,3,4,5,7,14,16,23,優,彩,優,優,彩,彩,ablation,彩,0.1377,0.1377,0.003
愛と翔太はレストランで修理をしていた。翔太は近くにあった飲み物を掴み、,670,1,1,2,3,5,12,14,24,翔,愛,翔,翔,愛,愛,ablation,愛,0.7109,0.7109,0.0042
健太と大輔は学校で休憩していた。大輔は携帯の画面にある骨を表示し、,818,1,1,3,4,6,13,15,27,大,健,大,大,健,健,ablation,健,0.6016,0.6016,0.0206
美優と拓也は店にいた。拓也は落ちていた飲み物を拾い、,78,1,1,3,4,6,11,13,22,拓,美,拓,拓,美,美,ablation,美,0.3574,0.3574,0.0001
愛と拓也は駅で休憩していた。拓也は携帯の画面にある指輪を表示し、,848,1,1,2,3,5,13,15,28,拓,愛,拓,拓,愛,愛,ablation,愛,0.5547,0.5547,0.0021
店で翼と翔太が歩いていたとき、翔太は珍しいスナックを見つけ、すぐに,151,1,3,4,5,7,12,14,23,翔,翼,翔,翔,翼,翼,ablation,翼,0.2637,0.2637,0.0179
店の隅で哲也と健太が二人きりだった。健太は衝撃的な骨を知り、こっそりと,506,1,5,7,8,10,16,18,33,健,哲,健,健,哲,哲,ablation,哲,0.2314,0.2314,0.0074
店で拓也と陽菜が歩いていたとき、陽菜は珍しいネックレスを見つけ、すぐに,149,1,3,5,6,8,13,15,24,陽,拓,陽,陽,拓,拓,ablation,店,0.2334,0.1709,0.009
庭で亮と拓也が乾杯しようとしていた。拓也は冷えたキスを開け、,1017,1,3,4,5,7,14,16,24,拓,亮,拓,拓,亮,亮,ablation,亮,0.1807,0.1807,0.0002
美優と亮はレストランにいた。亮は落ちていた飲み物を拾い、,94,1,1,3,4,5,10,11,20,亮,美,亮,亮,美,美,ablation,美,0.4004,0.4004,0.0004
駅で亮と陽菜が話していた。陽菜はネックレスを取り出すと、,61,1,4,5,6,8,12,14,22,陽,亮,陽,陽,亮,亮,ablation,亮,0.3379,0.3379,0.0051
花と涼太は学校で修理をしていた。涼太は近くにあったキスを掴み、,673,1,1,2,3,5,12,14,24,涼,花,涼,涼,花,花,ablation,花,0.582,0.582,0.0146
和也と陽菜は山で休憩していた。陽菜は携帯の画面にあるバスケットボールを表示し、,859,1,1,3,4,6,13,15,29,陽,和,陽,陽,和,和,ablation,和,0.2334,0.2334,0.0109
学校で拓也と陽菜が帰り支度をしていた。陽菜は車のスナックを見つけ、,895,1,3,5,6,8,15,17,25,陽,拓,陽,陽,拓,拓,ablation,拓,0.0513,0.0513,0.0138
オフィスで杏奈と剛が歩いていたとき、剛は珍しいキスを見つけ、すぐに,185,1,5,7,8,9,14,15,23,剛,杏,剛,剛,杏,杏,ablation,杏,0.2715,0.2715,0.0001
和也と大輔は駅で休憩していた。大輔は携帯の画面にあるキスを表示し、,849,1,1,3,4,6,14,16,29,大,和,大,大,和,和,ablation,和,0.2812,0.2812,0.0192
店で哲也と大輔が乾杯しようとしていた。大輔は冷えた骨を開け、,1010,1,3,5,6,8,15,17,24,大,哲,大,大,哲,哲,circuit,店,0.0693,0.0371,0.0047
オフィスで優菜と愛が準備をしていた。愛は余分な飲み物を持っていたので、,766,1,5,7,8,9,14,15,25,愛,優,愛,愛,優,優,ablation,優,0.373,0.373,0.0164
学校で剛と健太が練習していた。健太はバスケットボールをキャッチすると、力強く,315,1,3,4,5,7,12,14,25,健,剛,健,健,剛,剛,eval,投,0.2266,0.0002,0.0002
葵と翔太は駅で休憩していた。翔太は携帯の画面にある指輪を表示し、,848,1,1,2,3,5,13,15,28,翔,葵,翔,翔,葵,葵,ablation,葵,0.4531,0.4531,0.0007
駅で楓と結衣が買い物をしていた。結衣は素敵なコンピューターを購入し、,276,1,1,3,7,9,14,16,27,結,�,結,結,�,�,ablation,�,0.2236,0.0,0.006
オフィスで和也と結衣が買い物をしていた。結衣は素敵なコンピューターを購入し、,260,1,5,7,8,10,15,17,28,結,和,結,結,和,和,ablation,和,0.4141,0.4141,0.0036
庭で結衣と翔太が練習していた。翔太は指輪をキャッチすると、力強く,296,1,3,5,6,8,13,15,25,翔,結,翔,翔,結,結,ablation,手,0.0491,0.0091,0.0055
オフィスで美羽と哲也が話していた。哲也はキスを取り出すと、,41,1,5,7,8,10,14,16,23,哲,美,哲,哲,美,美,ablation,美,0.459,0.459,0.0011
愛と健太は学校にいた。健太は落ちていたバスケットボールを拾い、,99,1,1,2,3,5,10,12,22,健,愛,健,健,愛,愛,ablation,愛,0.7422,0.7422,0.0003
亮と健太は駅にいた。健太は落ちていた飲み物を拾い、,134,1,1,2,3,5,11,13,22,健,亮,健,健,亮,亮,ablation,亮,0.3438,0.3438,0.0012
陸と優菜が駅で席に着いた。優菜は熱いネックレスを持ってきて、,421,1,1,2,3,5,14,16,25,優,陸,優,優,陸,陸,ablation,陸,0.2061,0.2061,0.008
駅で哲也と大輔が本棚を見ていた。大輔は面白そうな飲み物を選び、,638,1,4,6,7,9,15,17,25,大,哲,大,大,哲,哲,ablation,哲,0.5117,0.5117,0.01
優花と翼が庭で席に着いた。翼は熱いバスケットボールを持ってきて、,371,1,1,3,4,5,13,14,23,翼,優,翼,翼,優,優,ablation,優,0.4844,0.4844,0.0009
七海と陽菜が学校で席に着いた。陽菜は熱いバスケットボールを持ってきて、,387,1,1,3,4,6,14,16,25,陽,七,陽,陽,七,七,ablation,七,0.4941,0.4941,0.0014
和也と愛は店の図書館にいた。愛は借りていたバスケットボールを読み終え、,939,1,1,3,4,5,15,16,27,愛,和,愛,愛,和,和,ablation,和,0.1592,0.1592,0.001
病院で和也と大輔が仕事をしていた。大輔は新しいキスを作成し、その内容を,465,1,4,6,7,9,13,15,26,大,和,大,大,和,和,circuit,和,0.2188,0.2188,0.0231
店で智也と陽菜が乾杯しようとしていた。陽菜は冷えた飲み物を開け、,1014,1,3,5,6,8,15,17,25,陽,智,陽,陽,智,智,ablation,智,0.1611,0.1611,0.0028
庭で大輔と翔太が帰り支度をしていた。翔太は車のバスケットボールを見つけ、,875,1,3,5,6,8,15,17,25,翔,大,翔,翔,大,大,ablation,庭,0.1611,0.0337,0.0043
葵と健太は庭で修理をしていた。健太は近くにあった飲み物を掴み、,662,1,1,2,3,5,12,14,24,健,葵,健,健,葵,葵,ablation,葵,0.4941,0.4941,0.0007
レストランで達也と翔太が準備をしていた。翔太は余分な指輪を持っていたので、,736,1,3,5,6,8,13,15,25,翔,達,翔,翔,達,達,ablation,達,0.1865,0.1865,0.0127
駅で葵と一輝が準備をしていた。一輝は余分なネックレスを持っていたので、,781,1,4,5,6,8,13,15,26,一,葵,一,一,葵,葵,ablation,葵,0.1357,0.1357,0.0304
レストランで楓と大輔が帰り支度をしていた。大輔は車のコンピューターを見つけ、,884,1,3,5,6,8,15,17,26,大,�,大,大,�,�,ablation,車,0.0386,0.0,0.0342
オフィスで誠と哲也が買い物をしていた。哲也は素敵なコンピューターを購入し、,260,1,5,6,7,9,14,16,27,哲,誠,哲,哲,誠,誠,ablation,誠,0.875,0.875,0.0002
達也と愛はオフィスにいた。愛は落ちていた指輪を拾い、,112,1,1,3,4,5,12,13,22,愛,達,愛,愛,達,達,ablation,達,0.332,0.332,0.0114
店で和也と翼が本棚を見ていた。翼は面白そうなバスケットボールを選び、,579,1,3,5,6,7,13,14,23,翼,和,翼,翼,和,和,eval,和,0.4238,0.4238,0.0001
店で美優と健太が練習していた。健太はネックレスをキャッチすると、力強く,293,1,3,5,6,8,13,15,26,健,美,健,健,美,美,ablation,振り,0.0352,0.0074,0.0015
家で達也と陽菜が準備をしていた。陽菜は余分な骨を持っていたので、,770,1,3,5,6,8,13,15,24,陽,達,陽,陽,達,達,ablation,家,0.1709,0.0405,0.008
翼と哲也はレストランにいた。哲也は落ちていたスナックを拾い、,95,1,1,2,3,5,10,12,22,哲,翼,哲,哲,翼,翼,ablation,翼,0.5625,0.5625,0.0003
和也と健太は店で修理をしていた。健太は近くにあった飲み物を掴み、,654,1,1,3,4,6,13,15,25,健,和,健,健,和,和,ablation,和,0.2891,0.2891,0.0018
オフィスで翼と健太が本棚を見ていた。健太は面白そうなバスケットボールを選び、,619,1,5,6,7,9,15,17,26,健,翼,健,健,翼,翼,ablation,翼,0.5078,0.5078,0.0005
学校で涼太と愛が買い物をしていた。愛は素敵な飲み物を購入し、,246,1,3,5,6,7,12,13,22,愛,涼,愛,愛,涼,涼,ablation,涼,0.3867,0.3867,0.0052
レストランで剛と健太が帰り支度をしていた。健太は車の飲み物を見つけ、,886,1,3,4,5,7,14,16,23,健,剛,健,健,剛,剛,ablation,車,0.0231,0.0085,0.0026
庭で優花と翔太が買い物をしていた。翔太は素敵なバスケットボールを購入し、,227,1,3,5,6,8,13,15,25,翔,優,翔,翔,優,優,eval,優,0.6562,0.6562,0.006
庭の隅で美月と七海が二人きりだった。七海は衝撃的な骨を知り、こっそりと,514,1,5,7,8,10,16,18,33,七,美,七,七,美,美,ablation,美,0.2432,0.2432,0.0107
達也と亮は駅の図書館にいた。亮は借りていたバスケットボールを読み終え、,995,1,1,3,4,5,16,17,28,亮,達,亮,亮,達,達,ablation,達,0.3828,0.3828,0.0004
聡と優菜が病院で席に着いた。優菜は熱いバスケットボールを持ってきて、,395,1,1,3,4,6,15,17,26,優,�,優,優,�,�,ablation,�,0.1396,0.0,0.002
家で哲也と陽菜が練習していた。陽菜はスナックをキャッチすると、力強く,343,1,3,5,6,8,13,15,26,陽,哲,陽,陽,哲,哲,ablation,投,0.0598,0.0,0.0009
病院の隅で彩と涼太が二人きりだった。涼太は衝撃的なコンピューターを知り、こっそりと,540,1,6,7,8,10,16,18,36,涼,彩,涼,涼,彩,彩,ablation,彩,0.3398,0.3398,0.0179
店で和也と美月が練習していた。美月はバスケットボールをキャッチすると、力強く,291,1,3,5,6,8,13,15,26,美,和,美,美,和,和,ablation,投,0.0957,0.0004,0.0005
病院で楓と達也が乾杯しようとしていた。達也は冷えたバスケットボールを開け、,1043,1,4,6,7,9,16,18,27,達,�,達,達,�,�,ablation,�,0.063,0.0,0.0001
直樹と愛は学校で修理をしていた。愛は近くにあったコンピューターを掴み、,676,1,1,3,4,5,12,13,25,愛,直,愛,愛,直,直,ablation,直,0.7031,0.7031,0.0008
レストランで優花と哲也が乾杯しようとしていた。哲也は冷えた指輪を開け、,1024,1,3,5,6,8,15,17,25,哲,優,哲,哲,優,優,ablation,優,0.2002,0.2002,0.0008
千尋と陽菜は山の図書館にいた。陽菜は借りていたスナックを読み終え、,1007,1,1,3,4,6,16,18,29,陽,千,陽,陽,千,千,ablation,千,0.5781,0.5781,0.001
店で亮と翔太が練習していた。翔太はキスをキャッチすると、力強く,289,1,3,4,5,7,12,14,24,翔,亮,翔,翔,亮,亮,ablation,「,0.0391,0.027,0.0032
翼と大輔は家の図書館にいた。大輔は借りていたスナックを読み終え、,991,1,1,2,3,5,14,16,27,大,翼,大,大,翼,翼,circuit,翼,0.5234,0.5234,0.0055
家で蓮と結衣が乾杯しようとしていた。結衣は冷えた骨を開け、,1058,1,3,4,5,7,14,16,23,結,蓮,結,結,蓮,蓮,ablation,蓮,0.1011,0.1011,0.0016
一輝と愛は家の図書館にいた。愛は借りていたバスケットボールを読み終え、,987,1,1,3,4,5,14,15,26,愛,一,愛,愛,一,一,ablation,一,0.1826,0.1826,0.0031
庭で愛と大輔が本棚を見ていた。大輔は面白そうなバスケットボールを選び、,587,1,3,4,5,7,13,15,24,大,愛,大,大,愛,愛,ablation,庭,0.2217,0.0527,0.0142
駅で愛と大輔が準備をしていた。大輔は余分なコンピューターを持っていたので、,780,1,4,5,6,8,13,15,27,大,愛,大,大,愛,愛,ablation,愛,0.127,0.127,0.0874
レストランの隅で優花と美優が二人きりだった。美優は衝撃的な指輪を知り、こっそりと,520,1,5,7,8,10,16,18,34,美,優,美,美,優,優,ablation,優,0.3164,0.3164,0.0244
学校で拓也と陽菜が仕事をしていた。陽菜は新しい指輪を作成し、その内容を,456,1,3,5,6,8,12,14,25,陽,拓,陽,陽,拓,拓,ablation,拓,0.0815,0.0815,0.0194
オフィスで翼と達也が買い物をしていた。達也は素敵な指輪を購入し、,256,1,5,6,7,9,14,16,25,達,翼,達,達,翼,翼,ablation,翼,0.3047,0.3047,0.0008
オフィスで達也と亮が本棚を見ていた。亮は面白そうなスナックを選び、,623,1,5,7,8,9,15,16,25,亮,達,亮,亮,達,達,ablation,オ,0.1904,0.1787,0.0021
店で拓也と結衣が乾杯しようとしていた。結衣は冷えた飲み物を開け、,1014,1,3,5,6,8,15,17,25,結,拓,結,結,拓,拓,ablation,店,0.1338,0.1108,0.0008
翼と美優は山の図書館にいた。美優は借りていたスナックを読み終え、,1007,1,1,2,3,5,15,17,28,美,翼,美,美,翼,翼,ablation,翼,0.4395,0.4395,0.0038
山の隅で拓也と陽菜が二人きりだった。陽菜は衝撃的なコンピューターを知り、こっそりと,572,1,5,7,8,10,16,18,36,陽,拓,陽,陽,拓,拓,ablation,拓,0.1289,0.1289,0.0164
愛と結衣は学校で休憩していた。結衣は携帯の画面にあるキスを表示し、,817,1,1,2,3,5,12,14,27,結,愛,結,結,愛,愛,ablation,愛,0.7031,0.7031,0.0083
学校で美月と葵が話していた。葵は指輪を取り出すと、,24,1,3,5,6,7,11,12,19,葵,美,葵,葵,美,美,ablation,美,0.4258,0.4258,0.0001
学校の隅で亮と拓也が二人きりだった。拓也は衝撃的なバスケットボールを知り、こっそりと,531,1,5,6,7,9,15,17,34,拓,亮,拓,拓,亮,亮,ablation,亮,0.4668,0.4668,0.002
山で亮と翔太が練習していた。翔太はバスケットボールをキャッチすると、力強く,355,1,3,4,5,7,12,14,25,翔,亮,翔,翔,亮,亮,circuit,投,0.1543,0.0003,0.0011
